,sample_id,loc,blg,code,area_m2,area_ft2,net_conditioned_area_m2,net_conditioned_area_ft2,heating_elec,heating_ng,cooling_elec,cooling_ng,interior_lighting_elec,interior_lighting_ng,exterior_lighting_elec,exterior_lighting_ng,interior_equipment_elec,interior_equipment_ng,exterior_equipment_elec,exterior_equipment_ng,fans_elec,fans_ng,pumps_elec,pumps_ng,heat_rejection_elec,heat_rejection_ng,humidification_elec,humidification_ng,heat_recovery_elec,heat_recovery_ng,water_systems_elec,water_systems_ng,refrigeration_elec,refrigeration_ng,generators_elec,generators_ng,total_eui_elec_gj_m2,total_eui_elec_kbtu_ft2,total_eui_ng_gj_m2,total_eui_ng_kbtu_ft2
0,771,6B,RetailStripmall,2009 RetailStripmall,3517.79,37865.139781,3517.79,37865.139781,0.0,73.61,438.88,0.0,1055.01,0.0,74.08,0.0,430.33,0.0,0.0,0.0,804.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.34,0.0,0.0,0.0,0.0,0.0,0.814397675813508,71.71192243485463,0.0209250694327972,1.8425604599249008
1,3985,6B,RetailStripmall,2009 RetailStripmall,1513.1,16286.857089999998,1513.1,16286.857089999998,0.0,257.41,87.12,0.0,434.96,0.0,188.51,0.0,251.21,0.0,0.0,0.0,213.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82,0.0,64.28,0.0,0.0,0.0,0.0,0.0,0.8549269711188949,75.28073625591075,0.1701209437578481,14.98002792201083
2,1479,6B,RetailStripmall,2009 RetailStripmall,1649.02,17749.886378,1649.02,17749.886378,0.0,455.83,64.77,0.0,390.24,0.0,83.15,0.0,130.13,0.0,0.0,0.0,694.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.8905167917914883,78.4146038188234,0.2764247856302531,24.34063035161137
3,1936,6B,RetailStripmall,2009 RetailStripmall,1961.87,21117.372493,1961.87,21117.372493,0.0,790.19,119.56,0.0,509.79,0.0,127.85,0.0,84.06,0.0,0.0,0.0,338.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.44,0.0,0.0,0.0,0.0,0.0,0.6447012289295417,56.76927365548839,0.4027738841003737,35.46632117600162
4,1183,6B,RetailStripmall,2009 RetailStripmall,2502.25,26933.968775,2502.25,26933.968775,0.0,551.31,243.81,0.0,845.87,0.0,47.31,0.0,389.22,0.0,0.0,0.0,301.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.59,0.0,0.0,0.0,0.0,0.0,0.7625337196523129,67.14503317196335,0.2203257068638225,19.40081666520013
5,3306,6B,RetailStripmall,2009 RetailStripmall,5394.41,58064.889799,5394.41,58064.889799,0.0,115.55,419.17,0.0,1775.1,0.0,54.17,0.0,1183.51,0.0,0.0,0.0,678.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,71.62,0.0,0.0,0.0,0.0,0.0,0.7775400831601602,68.46642099988048,0.0214203221482979,1.886170019940108
6,3379,6B,RetailStripmall,2009 RetailStripmall,4821.95,51902.987605,4821.95,51902.987605,0.0,73.92,239.73,0.0,1252.97,0.0,172.64,0.0,650.19,0.0,0.0,0.0,231.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,62.96,0.0,0.0,0.0,0.0,0.0,0.5436535011769097,47.87149922658099,0.0153298976555128,1.3498766809571985
7,3274,6B,RetailStripmall,2009 RetailStripmall,6181.05,66532.204095,6181.05,66532.204095,0.0,1994.19,288.1,0.0,1911.57,0.0,152.78,0.0,858.54,0.0,0.0,0.0,903.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92,0.0,0.0,0.0,0.0,0.0,0.6776259696977049,59.66846716533689,0.3226296503021331,28.40920737468919
8,444,6B,RetailStripmall,2009 RetailStripmall,1572.59,16927.201501,1572.59,16927.201501,0.0,242.6,214.72,0.0,260.06,0.0,77.28,0.0,324.74,0.0,0.0,0.0,872.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39,0.0,89.3,0.0,0.0,0.0,0.0,0.0,1.1746418328998658,103.43328144386813,0.1542678002530856,13.584076741002692
9,2222,6B,RetailStripmall,2009 RetailStripmall,1491.12,16050.266568,1491.12,16050.266568,0.0,686.81,55.01,0.0,366.73,0.0,26.29,0.0,54.81,0.0,0.0,0.0,302.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.95,0.0,69.27,0.0,0.0,0.0,0.0,0.0,0.6154233059713504,54.19120129282578,0.4606000858415151,40.55821696244366
10,641,6B,RetailStripmall,2009 RetailStripmall,3405.35,36654.846865,3405.35,36654.846865,0.0,947.74,108.32,0.0,1013.58,0.0,152.67,0.0,343.2,0.0,0.0,0.0,278.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,0.0,63.94,0.0,0.0,0.0,0.0,0.0,0.5782136931592935,50.91470266438392,0.278309131219992,24.50655671508833
11,75,6B,RetailStripmall,2009 RetailStripmall,4399.45,47355.239855,4399.45,47355.239855,0.0,2170.94,56.74,0.0,1031.17,0.0,85.37,0.0,249.35,0.0,0.0,0.0,95.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.31,0.0,0.0,0.0,0.0,0.0,0.3638909409130687,32.0424771637977,0.4934571366875405,43.45145002497
12,2823,6B,RetailStripmall,2009 RetailStripmall,6187.77,66604.537503,6187.77,66604.537503,0.0,1456.68,255.86,0.0,1200.83,0.0,172.78,0.0,1231.9,0.0,0.0,0.0,332.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,0.0,69.23,0.0,0.0,0.0,0.0,0.0,0.5286961215429791,46.55442468180695,0.2354127577463286,20.72930943327716
13,605,6B,RetailStripmall,2009 RetailStripmall,912.95,9826.902505,912.95,9826.902505,0.0,478.47,131.18,0.0,417.85,0.0,107.91,0.0,114.87,0.0,0.0,0.0,241.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,81.09,0.0,0.0,0.0,0.0,0.0,1.211665480037242,106.69340483397826,0.5240922284900597,46.14902811534508
14,3088,6B,RetailStripmall,2009 RetailStripmall,720.21,7752.268419,720.21,7752.268419,0.0,580.51,76.83,0.0,177.31,0.0,217.3,0.0,38.18,0.0,0.0,0.0,122.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.62,0.0,0.0,0.0,0.0,0.0,0.9856569611641048,86.79218721464139,0.8060287971563849,70.9749994364843
15,657,6B,RetailStripmall,2009 RetailStripmall,5166.17,55608.137263,5166.17,55608.137263,0.0,1033.68,165.84,0.0,986.61,0.0,155.74,0.0,1085.05,0.0,0.0,0.0,496.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.68,0.0,0.0,0.0,0.0,0.0,0.5723195326518484,50.39569138318612,0.200086330879549,17.618635055626825
16,3676,6B,RetailStripmall,2009 RetailStripmall,3186.96,34304.118744,3186.96,34304.118744,0.0,615.29,107.89,0.0,944.32,0.0,124.72,0.0,634.56,0.0,0.0,0.0,105.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.29,0.0,0.0,0.0,0.0,0.0,0.6247364259356879,55.011269616132246,0.1930648643221126,17.000358653201143
17,3327,6B,RetailStripmall,2009 RetailStripmall,3430.87,36929.541593,3430.87,36929.541593,0.0,1591.6,87.46,0.0,777.7,0.0,95.76,0.0,105.09,0.0,0.0,0.0,247.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.32,0.0,0.0,0.0,0.0,0.0,0.4021778732508081,35.413839341777724,0.4639056565827326,40.84928954238482
18,2874,6B,RetailStripmall,2009 RetailStripmall,4573.91,49233.10984899999,4573.91,49233.10984899999,0.0,1132.61,100.87,0.0,744.31,0.0,76.22,0.0,984.81,0.0,0.0,0.0,74.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,76.81,0.0,0.0,0.0,0.0,0.0,0.4525274874232331,39.847382969651015,0.2476240240844266,21.80457451626539
19,3623,6B,RetailStripmall,2009 RetailStripmall,6805.72,73256.089508,6805.72,73256.089508,0.0,265.91,144.6,0.0,1346.24,0.0,203.21,0.0,1178.96,0.0,0.0,0.0,479.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.74,0.0,0.0,0.0,0.0,0.0,0.5044712388990438,44.42129862220709,0.0390715456997937,3.4404514377262303
20,2045,6B,RetailStripmall,2009 RetailStripmall,2170.48,23362.829672,2170.48,23362.829672,0.0,109.06,449.36,0.0,681.56,0.0,126.74,0.0,100.05,0.0,0.0,0.0,1535.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,68.23,0.0,0.0,0.0,0.0,0.0,1.369752312852457,120.61376712073476,0.0502469499834138,4.424503515680128
21,2180,6B,RetailStripmall,2009 RetailStripmall,3265.73,35151.991147,3265.73,35151.991147,0.0,556.81,291.1,0.0,750.36,0.0,108.2,0.0,700.28,0.0,0.0,0.0,1172.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.85,0.0,0.0,0.0,0.0,0.0,0.9470378751458326,83.39157718922488,0.1705009293481089,15.0134876161927
22,3392,6B,RetailStripmall,2009 RetailStripmall,854.14,9193.877546,854.14,9193.877546,0.0,311.34,24.12,0.0,195.36,0.0,157.23,0.0,153.03,0.0,0.0,0.0,344.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72,0.0,0.0,0.0,0.0,0.0,1.1083897253377666,97.59944112268472,0.364506989486501,32.096723423120515
23,791,6B,RetailStripmall,2009 RetailStripmall,1198.31,12898.489009,1198.31,12898.489009,0.0,755.82,54.69,0.0,489.9,0.0,74.75,0.0,28.25,0.0,0.0,0.0,341.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,90.21,0.0,0.0,0.0,0.0,0.0,0.9104238469177426,80.16752286011892,0.630738289758076,55.53976473059304
24,1786,6B,RetailStripmall,2009 RetailStripmall,3184.54,34278.070106,3184.54,34278.070106,0.0,468.93,147.62,0.0,1261.46,0.0,103.17,0.0,264.0,0.0,0.0,0.0,257.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.45,0.0,0.0,0.0,0.0,0.0,0.6591030415695831,58.03742765645886,0.1472520364008616,12.966302491230456
25,3309,6B,RetailStripmall,2009 RetailStripmall,4373.92,47080.437488,4373.92,47080.437488,0.0,516.18,114.4,0.0,815.7,0.0,34.2,0.0,494.43,0.0,0.0,0.0,810.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.88,0.0,61.42,0.0,0.0,0.0,0.0,0.0,0.5420149431173867,47.72721572484807,0.11801313238468,10.391665947978924
26,975,6B,RetailStripmall,2009 RetailStripmall,1045.04,11248.706056,1045.04,11248.706056,0.0,605.89,53.68,0.0,181.66,0.0,93.75,0.0,94.94,0.0,0.0,0.0,236.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.7480287835872311,65.86779862069498,0.5797768506468652,51.05234675624633
27,1282,6B,RetailStripmall,2009 RetailStripmall,4559.59,49078.970801,4559.59,49078.970801,0.0,540.23,105.98,0.0,1301.35,0.0,45.01,0.0,588.15,0.0,0.0,0.0,378.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.04,0.0,72.64,0.0,0.0,0.0,0.0,0.0,0.5575983805561465,49.09941789347589,0.1184821442278801,10.432964863630902
28,533,6B,RetailStripmall,2009 RetailStripmall,5840.67,62868.387813,5840.67,62868.387813,0.0,319.44,194.66,0.0,1736.6,0.0,114.82,0.0,559.66,0.0,0.0,0.0,266.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.79,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.5097309041599679,44.88443931922336,0.0546923555003107,4.815944435867858
29,2275,6B,RetailStripmall,2009 RetailStripmall,907.25,9765.548275,907.25,9765.548275,0.0,497.02,95.09,0.0,197.72,0.0,135.81,0.0,139.7,0.0,0.0,0.0,551.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.84,0.0,0.0,0.0,0.0,0.0,1.298903279140259,114.37514370487304,0.5478313585009644,48.23938114626749
30,3259,6B,RetailStripmall,2009 RetailStripmall,3011.87,32419.467493,3011.87,32419.467493,0.0,930.52,173.25,0.0,791.78,0.0,59.59,0.0,560.28,0.0,0.0,0.0,1044.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.83,0.0,0.0,0.0,0.0,0.0,0.895842118019702,78.8835263032061,0.3089509175362814,27.20472429198392
31,2992,6B,RetailStripmall,2009 RetailStripmall,5329.98,57371.371722,5329.98,57371.371722,0.0,327.03,260.29,0.0,2444.56,0.0,130.25,0.0,442.69,0.0,0.0,0.0,1729.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.59,0.0,80.75,0.0,0.0,0.0,0.0,0.0,0.9590580077223556,84.45001195713263,0.0613567030270282,5.402774662805194
32,2453,6B,RetailStripmall,2009 RetailStripmall,5440.75,58563.688925,5440.75,58563.688925,0.0,2076.85,85.3,0.0,839.46,0.0,76.9,0.0,1078.01,0.0,0.0,0.0,195.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,0.0,73.1,0.0,0.0,0.0,0.0,0.0,0.4334181868308597,38.16471033616672,0.38172127004549,33.612529753222
33,2250,6B,RetailStripmall,2009 RetailStripmall,932.56,10037.982584,932.56,10037.982584,0.0,575.72,36.09,0.0,124.34,0.0,186.77,0.0,54.8,0.0,0.0,0.0,117.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,68.28,0.0,0.0,0.0,0.0,0.0,0.6410418632581282,56.44704760428183,0.6173543793428842,54.36124227887982
